HEC_DIA,HEC_MES,HEC_ANO,HEC_DEPTOMCPIO,HEC_TIPAGRE,DIA_EMISION,MES_EMISION,ANO_EMISION,DEPTO_MCPIO,QUIEN_REPORTA,VIC_SEXO,VIC_EDAD,TOTAL_HIJOS,NUM_HIJ_HOM,NUM_HIJ_MUJ,VIC_ALFAB,VIC_ESCOLARIDAD,VIC_EST_CIV,VIC_GRUPET,VIC_NACIONAL,VIC_TRABAJA,VIC_OCUP,VIC_DEDICA,VIC_DISC,TIPO_DISCAQ,VIC_REL_AGR,OTRAS_VICTIMAS,VIC_OTRAS_HOM,VIC_OTRAS_MUJ,VIC_OTRAS_N_OS,VIC_OTRAS_N_AS,HEC_AREA,HEC_RECUR_DENUN,INST_DONDE_DENUNCIO,AGR_SEXO,AGR_EDAD,AGR_ALFAB,AGR_ESCOLARIDAD,AGR_EST_CIV,AGR_GURPET,AGR_NACIONAL,AGR_TRABAJA,AGR_OCUP,AGR_DEDICA,AGRESORES_OTROS_TOTAL,AGR_OTROS_HOM,AGR_OTRAS_MUJ,AGR_OTROS_N_OS,AGR_OTRAS_N_AS,INST_DENUN_HECHO,LEY_APLICABLE,MEDIDAS_SEGURIDAD,TIPO_MEDIDA
3,1,2016,101,2122,4,1,2016,101,1,2,55,2,1,1,1,45,1,1,1,2, ,1,2, ,9,0,0,0,0,0,1,2, ,1,57,1,33,2,1,1,1,7534, ,0,0,0,0,0,4,1,1,I
3,1,2016,101,2122,4,1,2016,101,1,2,26,2,1,1,1,45,2,1,1,1,4120, ,2, ,1,0,0,0,0,0,1,2, ,1,25,1,99,2,1,1,1,4211, ,0,0,0,0,0,4,1,1,IJ
2,1,2016,101,2122,4,1,2016,101,1,2,99,2,1,1,1,26,2,1,1,2, ,1,2, ,10,0,0,0,0,0,1,2, ,1,29,1,26,1,1,1,1,7112, ,0,0,0,0,0,4,1,1,IJ
30,12,2015,101,1122,4,1,2016,101,1,2,22,1,0,1,1,33,9,1,1,1,5311, ,2, ,3,0,0,0,0,0,1,2, ,1,27,1,45,9,1,1,1,5414, ,0,0,0,0,0,4,1,1,IJ
4,1,2016,101,2122,4,1,2016,101,1,2,17,1,0,1,1,31,9,1,1,1,9510, ,2, ,3,0,0,0,0,0,1,2, ,1,21,1,32,9,1,1,2, ,4,0,0,0,0,0,4,1,1,IJ
31,12,2015,101,2122,4,1,2016,101,1,2,23,1,0,1,1,33,9,1,1,2, ,1,2, ,3,0,0,0,0,0,1,2, ,1,33,1,26,9,1,1,1,7411, ,0,0,0,0,0,4,1,1,IJ
4,1,2016,101,1222,5,1,2016,101,9,2,57,0,0,0,1,31,1,1,1,2, ,1,2, ,9,0,0,0,0,0,1,2, ,1,52,1,32,1,1,1,1,8322, ,0,0,0,0,0,4,1,1,IJ
4,1,2016,101,1122,5,1,2016,101,9,2,24,1,0,1,1,53,1,1,1,1,4211, ,2, ,10,0,0,0,0,0,1,2, ,2,39,1,33,1,1,1,1,9111, ,0,0,0,0,0,4,1,1,I
3,1,2016,101,2122,5,1,2016,101,1,2,23,2,1,1,1,26,9,1,1,2, ,1,2, ,3,0,0,0,0,0,1,1,1,1,39,1,26,9,1,1,1,5249, ,0,0,0,0,0,4,1,1,IJ
99,99,9999,101,2122,5,1,2016,101,1,2,32,2,2,0,1,45,9,1,1,1,4120, ,2, ,3,0,0,0,0,0,1,1,9,1,34,1,45,9,1,1,1,4321, ,0,0,0,0,0,4,1,1,IJ
30,12,2015,101,1122,5,1,2016,101,1,1,26,1,1,0,1,51,2,1,1,1,4311, ,2, ,1,0,0,0,0,0,1,2, ,2,24,1,33,2,1,1,1,5249, ,0,0,0,0,0,4,1,1,I
1,1,2016,101,2122,7,1,2016,101,1,2,17,3,2,1,1,22,2,1,1,1,9111, ,2, ,1,1,0,0,0,1,1,2, ,1,47,1,26,2,1,1,1,9510, ,0,0,0,0,0,4,1,1,AIJ
6,1,2016,101,2122,7,1,2016,101,1,2,39,3,0,3,1,45,2,1,1,1,5223, ,2, ,1,0,0,0,0,0,1,1,1,1,39,1,26,2,1,1,1,7536, ,0,0,0,0,0,4,1,1,IJ
22,12,2015,101,2122,7,1,2016,101,1,2,26,2,1,1,1,10,9,9,2,2, ,1,2, ,3,0,0,0,0,0,1,2, ,1,43,1,24,9,9,2,1,7221, ,0,0,0,0,0,4,1,1,IJ
5,1,2016,101,1222,7,1,2016,101,1,2,39,3,1,2,1,33,2,1,1,2, ,1,2, ,1,0,0,0,0,0,1,2, ,1,40,1,10,2,1,1,1,9999, ,0,0,0,0,0,4,1,1,I
27,1,2015,101,2122,28,1,2016,101,1,2,40,99,99,99,1,49,2,1,1,1,5222, ,2, ,1,99,99,99,99,99,1,2, ,1,43,1,49,2,1,1,1,9998, ,99,99,99,99,99,4,1,1,IJ
26,1,2016,101,2122,29,1,2016,101,1,2,67,99,99,99,1,59,1,1,1,1,2261, ,2, ,9,99,99,99,99,99,1,1,4,2,61,1,59,2,1,1,1,9998, ,99,99,99,99,99,4,1,1,IJ
24,1,2016,101,2122,29,1,2016,101,1,2,41,99,99,99,1,49,2,1,1,1,9998, ,2, ,1,99,99,99,99,99,1,2, ,1,38,1,49,2,1,1,1,4110, ,99,99,99,99,99,4,1,1,IJ
23,1,2016,101,2122,28,1,2016,101,1,2,47,99,99,99,1,32,2,1,1,1,5249, ,2, ,8,99,99,99,99,99,1,2, ,1,30,1,49,2,1,1,1,9998, ,99,99,99,99,99,4,1,1,IJ
24,1,2016,101,2122,27,1,2016,101,1,2,35,99,99,99,1,26,2,1,1,1,9111, ,2, ,3,99,99,99,99,99,1,2, ,1,42,1,26,9,1,1,1,9621, ,99,99,99,99,99,4,1,1,IJ
99,99,9999,101,2122,11,1,2016,101,1,2,31,99,99,99,1,33,2,1,1,1,9998, ,1,9,1,99,99,99,99,99,1,1,4,1,38,1,33,2,1,1,1,5249, ,99,99,99,99,99,4,1,1,IJ
8,1,2016,101,2122,12,1,2016,101,1,2,25,99,99,99,1,49,9,1,1,2, ,1,2, ,3,99,99,99,99,99,1,1,4,1,29,1,46,9,1,1,1,4110, ,99,99,99,99,99,4,1,1,AIJ
11,1,2016,101,1122,13,1,2016,101,1,2,39,99,99,99,1,24,2,1,1,1,5249, ,2, ,1,99,99,99,99,99,1,1,1,1,44,1,33,2,1,1,1,7212, ,99,99,99,99,99,4,1,1,IJ
10,1,2016,101,2122,13,1,2016,101,1,2,65,99,99,99,1,23,2,1,1,2, ,1,2, ,6,99,99,99,99,99,1,1,1,1,41,1,33,1,1,1,2, ,4,99,99,99,99,99,4,1,1,AIJ
12,1,2016,101,2122,13,1,2016,101,1,2,33,99,99,99,1,49,9,1,1,1,3332, ,2, ,3,99,99,99,99,99,1,2, ,1,34,1,49,9,1,1,1,5249, ,99,99,99,99,99,4,1,1,IJ
11,1,2016,101,2122,14,1,2016,101,1,1,62,99,99,99,1,25,2,1,1,2, ,2,2, ,1,99,99,99,99,99,1,2, ,2,57,1,49,2,1,1,2, ,1,99,99,99,99,99,4,1,1,I
2,12,2015,101,2122,14,1,2016,101,1,2,53,99,99,99,2,10,2,1,1,1,9520, ,2, ,1,99,99,99,99,99,1,1,4,1,50,1,26,2,1,1,2, ,4,99,99,99,99,99,4,1,1,AIJ
1,1,2016,101,1122,1,1,2016,101,1,2,38,1,1,0,1,33,2,1,1,1,4321, ,2, ,1,0,0,0,0,0,1,2, ,1,37,1,45,2,1,1,2, ,9,0,0,0,0,0,4,1,1,IJ
1,1,2016,101,1122,1,1,2016,101,1,2,47,4,3,1,1,45,2,2,1,1,9510, ,2, ,9,1,1,0,0,0,1,2, ,1,43,1,26,1,2,1,1,9998, ,0,0,0,0,0,4,1,1,AIJ
1,1,2016,101,1122,1,1,2016,101,1,1,68,4,2,2,1,32,3,1,1,2, ,2,2, ,2,1,0,1,0,0,1,2, ,2,28,1,46,3,1,1,2, ,1,0,0,0,0,0,4,1,1,I
1,1,2016,101,2122,1,1,2016,101,1,2,20,1,0,1,1,31,2,1,1,2, ,1,2, ,1,0,0,0,0,0,1,2, ,1,25,1,26,2,1,1,2, ,9,0,0,0,0,0,4,1,1,IJ
5,1,2016,101,2122,5,1,2016,101,1,1,28,1,1,0,1,55,9,1,1,1,2634, ,2, ,3,0,0,0,0,0,1,2, ,2,24,1,59,9,1,1,1,5222, ,0,0,0,0,0,4,1,1,IJ
5,1,2016,101,1122,5,1,2016,101,1,2,64,9,3,6,2,10,4,2,1,2, ,1,2, ,6,0,0,0,0,0,1,2, ,1,28,1,26,1,2,1,1,8322, ,1,0,1,0,0,4,1,1,AIJ
5,1,2016,101,2122,5,1,2016,101,1,1,56,2,1,1,1,59,2,1,1,1,3322, ,2, ,9,1,0,1,0,0,1,2, ,2,54,1,59,2,1,1,1,9999, ,2,1,1,0,0,4,1,1,IJ
5,1,2016,101,1122,5,1,2016,101,1,2,24,2,0,2,1,46,9,1,1,1,4211, ,2, ,2,0,0,0,0,0,1,2, ,1,34,1,25,9,1,1,1,5249, ,0,0,0,0,0,4,1,1,AIJ
9,1,2016,101,2122,9,1,2016,101,1,2,61,1,1,0,1,33,1,1,1,2, ,1,2, ,9,0,0,0,0,0,1,1,1,2,62,1,33,4,1,1,2, ,1,0,0,0,0,0,4,1,1,IJ
13,1,2016,101,1122,13,1,2016,101,1,2,49,2,1,1,1,59,2,1,1,2, ,1,1,6,1,1,0,1,0,0,1,1,4,1,56,1,59,2,1,1,1,2269, ,0,0,0,0,0,4,1,1,IJ
13,1,2016,101,2122,13,1,2016,101,1,2,25,2,1,1,2,10,3,1,1,2, ,1,2, ,3,1,0,0,0,1,1,2, ,1,99,1,26,9,1,1,1,5414, ,0,0,0,0,0,4,1,1,IJ
13,1,2016,101,2122,13,1,2016,101,1,2,34,99,99,99,1,59,9,1,1,1,2161, ,2, ,3,0,0,0,0,0,1,2, ,1,25,1,45,9,1,1,1,7231, ,0,0,0,0,0,4,1,1,IJ
28,11,2015,101,2122,13,1,2016,101,1,2,43,3,3,0,1,59,2,1,1,1,2310, ,2, ,1,0,0,0,0,0,1,2, ,1,48,1,59,2,1,1,1,2413, ,0,0,0,0,0,4,1,1,IJ
13,1,2016,101,2122,13,1,2016,101,1,2,26,1,0,1,1,45,9,1,1,1,3221, ,2, ,3,0,0,0,0,0,1,2, ,1,25,1,46,9,1,1,1,9510, ,0,0,0,0,0,4,1,1,IJ
13,1,2016,101,2122,13,1,2016,101,1,2,48,3,2,1,1,33,2,1,1,2, ,1,2, ,9,0,0,0,0,0,1,2, ,2,30,1,26,1,1,1,2, ,9,0,0,0,0,0,4,1,1,I
13,1,2016,101,2122,13,1,2016,101,1,2,39,2,1,1,1,26,3,1,1,2, ,1,2, ,2,0,0,0,0,0,1,2, ,1,40,1,26,3,1,1,1,7536, ,0,0,0,0,0,4,1,1,AIJ
17,1,2016,101,1122,17,1,2016,101,1,1,58,3,2,1,1,59,2,1,1,1,3322, ,2, ,1,0,0,0,0,0,1,1,1,2,56,1,46,2,1,1,2, ,1,2,1,1,0,0,4,1,1,BIJ
16,1,2016,101,2122,17,1,2016,101,1,2,41,3,2,1,1,26,9,1,1,1,8153, ,2, ,3,0,0,0,0,0,1,1,1,1,50,1,21,9,1,1,2, ,9,0,0,0,0,0,4,1,1,IJ
17,1,2016,101,1122,17,1,2016,101,1,1,49,2,0,2,1,59,9,1,1,1,2261, ,2, ,3,0,0,0,0,0,1,1,4,2,42,1,46,3,1,1,2, ,9,0,0,0,0,0,4,1,1,IJ
17,1,2016,101,2122,17,1,2016,101,1,2,37,4,1,3,1,26,2,1,1,2, ,6,2, ,1,0,0,0,0,0,1,1,1,1,39,1,45,2,1,1,1,3331, ,0,0,0,0,0,4,1,1,IJ
17,1,2016,101,2122,17,1,2016,101,1,2,42,2,1,1,1,26,2,1,1,1,9111, ,2, ,8,0,0,0,0,0,1,1,9,2,24,1,46,2,1,1,2, ,1,0,0,0,0,0,4,1,1,AIJ
17,1,2016,101,2122,17,1,2016,101,1,2,70,2,1,1,2,10,2,1,1,2, ,1,2, ,10,0,0,0,0,0,1,2, ,1,19,1,26,1,1,1,1,9999, ,0,0,0,0,0,4,1,1,AIJ
21,1,2016,101,2122,21,1,2016,101,1,2,37,3,1,2,1,26,3,1,1,1,5249, ,2, ,2,1,0,1,0,0,1,1,4,1,32,1,23,3,1,1,1,4321, ,0,0,0,0,0,4,1,1,ABJ
22,1,2016,101,2122,22,1,2016,101,1,1,39,3,1,2,1,59,2,1,1,1,9998, ,2, ,10,1,1,0,0,0,1,2, ,2,56,1,45,2,1,1,2, ,1,0,0,0,0,0,4,1,1,IJ
25,1,2016,101,2122,25,1,2016,101,1,1,46,7,5,2,1,33,2,1,1,1,9998, ,2, ,5,0,0,0,0,0,1,1,4,2,79,2,10,2,1,1,2, ,1,0,0,0,0,0,4,1,1,IJ
25,1,2016,101,2122,25,1,2016,101,1,1,33,3,2,1,1,26,2,2,1,1,5414, ,2, ,3,0,0,0,0,0,1,2, ,2,26,2,10,9,1,1,2, ,1,0,0,0,0,0,4,1,1,IJ
25,1,2016,101,1122,25,1,2016,101,1,1,32,1,1,0,1,23,2,1,1,1,7115, ,2, ,1,1,0,1,0,0,1,2, ,2,35,1,22,2,2,1,1,5311, ,0,0,0,0,0,4,1,1,I
25,1,2016,101,1122,25,1,2016,101,1,2,39,2,1,1,1,53,2,1,1,1,5223, ,2, ,1,2,0,0,1,1,1,1,1,1,38,1,51,2,1,1,1,5153, ,0,0,0,0,0,4,1,1,AIJ
25,1,2016,101,2122,25,1,2016,101,1,2,37,2,2,0,1,46,5,1,1,2, ,1,2, ,3,1,0,0,1,0,1,1,1,1,39,1,46,5,1,1,1,5212, ,0,0,0,0,0,4,1,1,IJ
25,1,2016,101,1122,25,1,2016,101,1,2,25,2,1,1,1,31,9,1,1,1,7512, ,2, ,3,2,0,0,1,1,1,1,3,1,28,1,31,9,1,1,1,4222, ,0,0,0,0,0,4,1,1,IJ
25,1,2016,101,1122,25,1,2016,101,1,1,37,1,1,0,1,26,2,2,1,1,7231, ,2, ,1,0,0,0,0,0,1,2, ,2,32,1,26,2,1,1,1,9999, ,0,0,0,0,0,4,1,1,IJ
29,1,2016,101,2122,29,1,2016,101,1,2,29,3,1,2,1,33,3,1,1,2, ,1,2, ,2,0,0,0,0,0,1,1,4,1,30,1,33,3,2,1,1,5131, ,0,0,0,0,0,4,1,1,AIJ
29,1,2016,101,1122,29,1,2016,101,1,2,43,3,2,1,1,21,2,1,1,1,5249, ,2, ,1,0,0,0,0,0,1,1,1,1,46,1,45,2,1,1,1,7112, ,0,0,0,0,0,4,1,1,I
29,1,2016,101,2122,29,1,2016,101,1,2,18,1,0,1,1,45,3,1,1,2, ,1,2, ,2,0,0,0,0,0,1,2, ,1,21,1,33,3,1,1,1,6111, ,0,0,0,0,0,4,1,1,IJ
8,1,2016,101,2121,9,1,2016,101,1,2,30,1,1,0,1,45,9,1,1,1,9998, ,2, ,3,0,0,0,0,0,1,2, ,1,25,1,45,9,1,1,1,5131, ,0,0,0,0,0,4,1,1,IJ
1,1,2016,101,2122,9,1,2016,101,1,1,59,4,3,1,1,55,1,1,1,1,9998, ,2, ,9,0,0,0,0,0,1,2, ,2,63,1,99,1,1,1,2, ,1,0,0,0,0,0,4,1,1,IJ
11,1,2016,101,1122,12,1,2016,101,1,2,26,99,99,99,1,39,2,1,1,2, ,1,2, ,10,99,99,99,99,99,1,2, ,2,58,1,39,2,1,1,2, ,1,99,99,99,99,99,4,9,9,Z
4,1,2016,101,2122,4,1,2016,101,1,2,25,99,99,99,1,29,9,1,1,2, ,1,2, ,2,99,99,99,99,99,1,2, ,1,28,1,39,9,1,1,1,9510, ,99,99,99,99,99,4,9,9,Z
4,1,2016,101,2122,4,1,2016,101,1,2,39,99,99,99,1,49,2,1,1,1,4120, ,2, ,1,99,99,99,99,99,1,2, ,1,38,1,49,2,1,1,1,9998, ,99,99,99,99,99,4,9,9,Z
4,1,2016,101,2122,4,1,2016,101,1,2,39,99,99,99,1,29,2,1,1,2, ,1,9, ,1,99,99,99,99,99,1,2, ,1,42,1,49,2,9,9,1,5414, ,99,99,99,99,99,4,9,9,Z
4,1,2016,105,2122,4,1,2016,101,1,1,30,99,99,99,1,49,9,1,1,1,5249, ,9, ,2,99,99,99,99,99,1,2, ,2,26,1,29,9,1,1,2, ,1,99,99,99,99,99,4,9,9,Z
4,1,2016,101,1122,4,1,2016,101,1,2,33,99,99,99,1,39,2,1,1,1,9998, ,2, ,1,99,99,99,99,99,1,2, ,1,38,1,46,2,1,1,1,4311, ,99,99,99,99,99,4,9,9,Z
26,1,2016,101,2122,26,1,2016,101,9,2,34,2,2,0,1,29,3,1,1,2, ,1,2, ,2,0,0,0,0,0,1,2, ,1,35,1,99,9,1,1,1,9999, ,0,0,0,0,0,4,3,1,IJ
20,1,2016,101,2122,21,1,2016,101,1,2,67,0,0,0,1,39,1,1,1,2, ,1,2, ,9,0,0,0,0,0,1,2, ,1,65,1,39,1,1,1,2, ,2,0,0,0,0,0,4,1,1,IJ
19,1,2016,101,2122,21,1,2016,101,1,2,39,2,1,1,1,39,1,1,1,2, ,1,2, ,10,0,0,0,0,0,1,2, ,1,40,1,29,2,1,1,1,8322, ,0,0,0,0,0,4,1,1,IJ
21,1,2016,101,2122,21,1,2016,101,1,2,31,1,1,0,1,39,2,1,1,2, ,1,2, ,3,0,0,0,0,0,1,2, ,1,34,1,49,9,1,1,1,5414, ,0,0,0,0,0,4,1,1,IJ
20,1,2016,2007,1122,21,1,2016,101,1,2,25,1,1,0,1,49,2,1,1,2, ,1,2, ,2,0,0,0,0,0,1,1,9,1,28,1,49,9,1,1,1,9510, ,0,0,0,0,0,4,1,1,IJ
19,1,2016,101,1122,21,1,2016,101,1,2,39,2,1,1,1,49,2,1,1,1,9510, ,2, ,2,0,0,0,0,0,1,2, ,1,39,1,29,9,1,1,2, ,4,0,0,0,0,0,4,1,1,IJ
23,1,2016,101,1122,23,1,2016,101,1,2,17,1,1,0,1,32,9,1,1,2, ,1,2, ,2,0,0,0,0,0,1,2, ,1,19,1,31,9,6,1,1,7112, ,0,0,0,0,0,1, , ,
24,1,2016,117,1122,24,1,2016,101,1,2,20,1,0,1,1,33,9,1,1,2, ,1,2, ,2,0,0,0,0,0,1,2, ,1,21,1,49,9,1,1,1,5120, ,0,0,0,0,0,1, , ,
1,1,2016,101,1222,2,1,2016,101,1,2,21,1,1,0,1,39,9,1,1,2, ,1,9, ,2,99,99,99,99,99,1,2, ,1,32,1,49,9,6,1,2, ,4,99,99,99,99,99,1, , ,
3,1,2016,2007,2122,4,1,2016,101,1,2,25,99,99,99,1,49,9,1,1,1,5249, ,2, ,2,99,99,99,99,99,1,1,1,1,32,1,49,9,1,1,1,5249, ,99,99,99,99,99,1, , ,
10,1,2016,101,1222,12,1,2016,101,9,2,24,99,99,99,1,49,9,1,1,2, ,1,2, ,2,99,99,99,99,99,1,2, ,1,22,1,49,9,6,9,2, ,4,99,99,99,99,99,1, , ,
27,12,2015,117,1222,12,1,2016,101,1,2,36,2,0,2,1,39,9,6,1,1,8153, ,2, ,2,0,0,0,0,0,1,1,3,1,25,1,29,9,6,1,1,6111, ,0,0,0,0,0,1, , ,
28,11,2015,106,2122,28,1,2016,101,1,2,23,1,1,0,1,49,9,1,1,1,9999, ,2, ,3,1,0,0,1,0,1,9, ,1,27,1,39,9,1,1,1,7231, ,99,99,99,99,99,1, , ,
7,1,2016,101,1222,7,1,2016,101,1,2,35,99,99,99,1,49,9,1,1,1,5241, ,2, ,2,1,0,0,0,1,1,2, ,1,35,1,59,9,1,1,1,9998, ,1,0,0,0,1,1, , ,
4,1,2016,108,2122,5,1,2016,101,1,2,35,2,1,1,1,46,2,6,1,2, ,1,2, ,1,99,99,99,99,99,1,9, ,1,31,9,99,2,6,1,1,7132, ,99,99,99,99,99,1, , ,
6,1,2016,115,1222,9,1,2016,101,1,2,36,2,0,2,1,49,9,1,1,1,9510, ,2, ,2,0,0,0,0,0,1,2, ,1,66,1,99,2,1,1,1,7231, ,0,0,0,0,0,1, , ,
6,1,2016,101,1222,6,1,2016,101,1,1,33,0,0,0,1,33,1,6,1,1,9111, ,2, ,9,99,99,99,99,99,1,2, ,1,41,1,99,1,6,1,2, ,4,99,99,99,99,99,1, , ,
15,1,2016,101,1222,16,1,2016,101,1,2,32,3,2,1,1,26,9,6,1,2, ,1,2, ,2,99,99,99,99,99,1,9, ,1,39,1,99,9,6,2,1,9999, ,99,99,99,99,99,1, , ,
17,1,2016,101,1222,17,1,2016,101,1,2,33,1,1,0,1,59,2,6,1,1,2519, ,2, ,1,1,0,0,1,0,1,2, ,1,39,1,49,2,6,1,1,3153, ,0,0,0,0,0,1, , ,
3,12,2015,101,1222,3,1,2016,101,1,2,21,1,1,0,1,39,9,6,9,2, ,1,2, ,3,0,0,0,0,0,1,2, ,1,26,1,10,9,6,1,1,9334, ,1,0,1,0,0,1, , ,
3,1,2016,101,1222,3,1,2016,101,1,2,36,2,1,1,1,49,2,6,1,1,9999, ,2, ,3,1,1,0,0,0,1,2, ,1,35,1,29,2,6,1,1,8322, ,0,0,0,0,0,1, , ,
3,1,2016,101,1222,3,1,2016,101,1,2,69,0,0,0,1,39,2,1,1,2, ,1,2, ,9,0,0,0,0,0,1,1,1,1,60,1,39,2,6,1,2, ,9,0,0,0,0,0,1, , ,
11,1,2016,107,1222,11,1,2016,101,1,2,26,1,0,1,1,46,2,6,1,1,2341, ,2, ,1,99,99,99,99,99,2,2, ,1,31,1,99,2,6,1,2, ,4,99,99,99,99,99,1, , ,
10,1,2016,105,1222,11,1,2016,101,1,2,29,3,2,1,1,26,2,6,1,2, ,1,2, ,1,99,99,99,99,99,1,2, ,1,32,1,99,2,6,1,1,4321, ,99,99,99,99,99,1, , ,
7,1,2016,101,1122,11,1,2016,101,1,2,21,99,99,99,2,10,1,1,1,1,5249, ,2, ,10,99,99,99,99,99,1,1,3,1,18,1,26,3,1,1,2, ,4,99,99,99,99,99,1, , ,
30,12,2015,105,1122,11,1,2016,101,1,2,26,2,0,2,1,23,9,1,1,1,5249, ,2, ,3,99,99,99,99,99,1,2, ,1,59,1,26,2,1,1,1,5249, ,99,99,99,99,99,1, , ,
11,1,2016,101,1222,12,1,2016,101,1,2,40,2,2,0,1,49,2,1,1,1,2341, ,2, ,2,99,99,99,99,99,1,2, ,1,40,1,99,9,1,1,2, ,4,99,99,99,99,99,1, , ,
9,1,2016,103,1222,12,1,2016,101,1,2,37,3,2,1,1,31,2,1,1,1,5153, ,2, ,1,0,0,0,0,0,1,1,1,1,41,1,21,2,1,1,1,7112, ,0,0,0,0,0,1, , ,
28,8,2015,101,2122,12,1,2016,101,1,2,31,2,1,1,1,59,9,1,1,1,5249, ,2, ,3,0,0,0,0,0,1,2, ,1,33,1,49,9,1,1,1,9998, ,0,0,0,0,0,1, , ,
27,1,2016,101,1222,27,1,2016,101,1,2,21,1,1,0,1,33,9,1,1,1,5242, ,2, ,3,0,0,0,0,0,1,2, ,1,21,1,33,9,1,1,1,8322, ,0,0,0,0,0,1, , ,
28,1,2016,108,2122,29,1,2016,101,1,2,50,2,1,1,1,49,2,1,1,2, ,1,2, ,1,0,0,0,0,0,1,2, ,1,52,1,59,2,1,1,1,1349, ,0,0,0,0,0,1, , ,
30,1,2016,101,1122,31,1,2016,101,1,2,30,3,2,1,1,49,2,1,1,1,5142, ,2, ,1,99,99,99,99,99,1,1,1,1,32,1,49,2,1,1,1,110, ,99,99,99,99,99,1, , ,
1,9,2014,101,2221,29,1,2016,101,1,2,50,1,1,0,1,26,9,1,1,1,9111, ,2, ,3,1,0,0,1,0,1,2, ,1,39,1,26,9,1,1,1,7111, ,99,99,99,99,99,2, , ,
99,99,9999,101,2221,28,1,2016,101,1,2,18,1,1,0,1,32,9,1,1,2, ,1,2, ,2,1,0,0,1,0,1,2, ,1,99,1,31,2,1,1,1,9999, ,99,99,99,99,99,2, , ,
16,9,2014,117,2221,25,1,2016,101,1,2,42,7,5,2,1,26,2,1,1,1,9111, ,2, ,1,7,0,0,5,2,1,2, ,1,41,1,24,2,1,1,1,7112, ,99,99,99,99,99,2, , ,
22,1,2016,103,2122,25,1,2016,101,1,1,27,1,1,0,1,33,9,1,1,1,8321, ,2, ,3,1,0,0,1,0,1,2, ,2,21,1,33,9,1,1,2, ,1,99,99,99,99,99,2, , ,
22,1,2016,103,2221,25,1,2016,101,1,2,20,1,0,1,1,49,9,1,1,2, ,1,2, ,3,1,0,0,0,1,1,2, ,1,20,1,49,9,1,1,1,8153, ,99,99,99,99,99,2, , ,
22,7,2015,103,2221,22,1,2016,101,1,2,20,1,0,1,1,45,1,1,1,2, ,1,2, ,10,1,0,0,0,1,1,2, ,1,35,1,45,3,1,1,1,5249, ,99,99,99,99,99,2, , ,
99,99,9999,109,2221,21,1,2016,101,1,2,22,1,1,0,1,33,9,1,1,2, ,1,2, ,3,1,0,0,1,0,1,2, ,1,26,1,32,9,1,1,1,9999, ,99,99,99,99,99,2, , ,
24,10,2015,101,2221,20,1,2016,101,1,2,21,1,0,1,1,46,1,1,1,2, ,1,2, ,10,1,0,0,0,1,1,2, ,1,34,1,45,2,1,1,1,5249, ,99,99,99,99,99,2, , ,
9,7,2015,101,2221,19,1,2016,101,1,2,55,0,0,0,1,22,2,1,1,2, ,1,2, ,1,99,99,99,99,99,1,2, ,1,65,1,26,2,1,1,1,5153, ,99,99,99,99,99,2, , ,
16,11,2015,103,2221,19,1,2016,101,1,2,35,1,1,0,1,59,9,1,1,1,3322, ,2, ,3,1,0,0,1,0,1,2, ,1,28,1,59,9,1,1,1,3322, ,99,99,99,99,99,2, , ,
28,9,2015,106,2221,18,1,2016,101,1,2,38,1,0,1,1,32,9,1,1,1,9121, ,2, ,3,1,0,0,0,1,1,2, ,1,32,1,33,3,1,1,1,5414, ,99,99,99,99,99,2, , ,
1,4,2015,106,2221,18,1,2016,101,1,2,42,2,1,1,1,26,9,1,1,2, ,1,2, ,3,2,0,0,1,1,1,2, ,1,32,1,23,2,1,1,1,9510, ,99,99,99,99,99,2, , ,
1,11,2015,108,2221,18,1,2016,101,1,2,36,3,2,1,1,10,2,1,1,1,5131, ,2, ,1,3,0,0,2,1,1,2, ,1,39,1,25,2,1,1,1,8153, ,99,99,99,99,99,2, , ,
25,3,2005,108,2221,15,1,2016,101,1,2,28,2,1,1,1,33,2,1,1,1,9111, ,2, ,1,1,0,0,1,0,1,2, ,1,99,1,45,2,1,1,1,5131, ,99,99,99,99,99,2, , ,
99,99,9999,101,2221,14,1,2016,101,1,1,17,1,0,1,1,44,1,1,1,2, ,3,2, ,10,99,99,99,99,99,1,2, ,2,17,1,45,1,1,1,2, ,3,99,99,99,99,99,2, , ,
12,1,2016,101,2221,18,1,2016,101,1,2,32,2,2,0,1,45,2,1,1,1,9510, ,2, ,1,2,0,0,2,0,1,2, ,1,29,1,33,2,1,1,1,9321, ,99,99,99,99,99,2, , ,
99,99,9999,101,2221,11,1,2016,101,1,1,23,2,0,2,1,26,2,1,1,1,5153, ,2, ,1,99,99,99,99,99,1,2, ,2,28,1,33,2,1,1,1,9121, ,99,99,99,99,99,2, , ,
20,4,2008,101,2221,11,1,2016,101,1,2,37,1,0,1,1,55,9,1,1,1,5249, ,2, ,3,1,0,0,0,1,1,1,4,1,38,1,26,2,1,1,1,9629, ,99,99,99,99,99,2, , ,
1,4,2015,101,2121,11,1,2016,101,1,2,47,1,0,1,1,54,3,1,1,1,4120, ,2, ,2,1,0,0,0,1,1,2, ,1,53,1,59,3,9,2,1,1120, ,99,99,99,99,99,2, , ,
