HEC_DIA,HEC_MES,HEC_ANO,HEC_DEPTOMCPIO,HEC_TIPAGRE,DIA_EMISION,MES_EMISION,ANO_EMISION,DEPTO_MCPIO,QUIEN_REPORTA,VIC_SEXO,VIC_EDAD,TOTAL_HIJOS,NUM_HIJ_HOM,NUM_HIJ_MUJ,VIC_ALFAB,VIC_ESCOLARIDAD,VIC_EST_CIV,VIC_GRUPET,VIC_NACIONAL,VIC_TRABAJA,VIC_OCUP,VIC_DEDICA,VIC_DISC,TIPO_DISCAQ,VIC_REL_AGR,OTRAS_VICTIMAS,VIC_OTRAS_HOM,VIC_OTRAS_MUJ,VIC_OTRAS_N_OS,VIC_OTRAS_N_AS,HEC_AREA,HEC_RECUR_DENUN,INST_DONDE_DENUNCIO,AGR_SEXO,AGR_EDAD,AGR_ALFAB,AGR_ESCOLARIDAD,AGR_EST_CIV,AGR_GURPET,AGR_NACIONAL,AGR_TRABAJA,AGR_OCUP,AGR_DEDICA,AGRESORES_OTROS_TOTAL,AGR_OTROS_HOM,AGR_OTRAS_MUJ,AGR_OTROS_N_OS,AGR_OTRAS_N_AS,INST_DENUN_HECHO,LEY_APLICABLE,MEDIDAS_SEGURIDAD,TIPO_MEDIDA
11,4,2016,1001,1122,11,4,2016,1001,1,2,37,0,0,0,1,24,9,1,1,2, ,1,2, ,2,0,0,0,0,0,2,2, ,1,45,1,23,2,1,1,1,7212, ,0,0,0,0,0,3, , ,
11,4,2016,1001,2122,11,4,2016,1001,1,2,53,0,0,0,2,10,9,1,1,2, ,1,2, ,10,0,0,0,0,0,2,2, ,2,30,1,26,3,1,1,2, ,1,0,0,0,0,0,3, , ,
11,4,2016,1001,2122,11,4,2016,1001,1,2,23,0,0,0,1,46,2,1,1,2, ,1,2, ,1,0,0,0,0,0,2,2, ,1,30,1,46,2,1,1,1,7411, ,0,0,0,0,0,3, , ,
11,4,2016,1001,2122,11,4,2016,1001,1,2,36,0,0,0,1,23,2,1,1,2, ,1,2, ,1,0,0,0,0,0,2,1,3,1,43,1,26,2,1,1,1,5411, ,0,0,0,0,0,3, , ,
11,4,2016,1001,1122,11,4,2016,1001,1,2,23,2,0,2,1,46,2,1,1,2, ,1,2, ,1,0,0,0,0,0,2,2, ,1,23,1,32,2,1,1,1,9211, ,0,0,0,0,0,3, , ,
11,4,2016,1001,2122,11,4,2016,1001,1,1,32,0,0,0,1,26,2,1,1,1,5153, ,2, ,9,0,0,0,0,0,2,2, ,1,18,1,22,2,1,1,1,9211, ,0,0,0,0,0,3, , ,
12,4,2016,1001,2122,12,4,2016,1001,1,2,31,1,0,1,1,46,9,1,1,1,9998, ,2, ,3,1,0,0,0,1,2,2, ,1,33,1,33,9,1,1,1,8322, ,0,0,0,0,0,3, , ,
14,4,2016,1001,2122,14,4,2016,1001,1,2,23,1,1,0,1,31,3,1,1,2, ,1,2, ,3,0,0,0,0,0,2,2, ,1,25,1,23,3,1,1,2, ,4,0,0,0,0,0,3, , ,
15,4,2016,1001,2122,15,4,2016,1001,1,2,38,0,0,0,1,46,3,1,1,2, ,1,2, ,3,0,0,0,0,0,2,2, ,1,41,1,51,9,1,1,1,5153, ,0,0,0,0,0,3, , ,
17,4,2016,1001,1122,17,4,2016,1001,1,2,22,1,1,0,1,31,9,1,1,1,5249, ,2, ,2,1,0,0,1,0,2,2, ,1,31,1,45,9,1,1,1,9998, ,0,0,0,0,0,3, , ,
18,4,2016,1001,2122,18,4,2016,1001,1,2,31,3,2,1,1,44,2,1,1,2, ,1,2, ,1,3,0,0,2,1,2,1,3,1,34,1,26,2,1,1,1,9520, ,0,0,0,0,0,3, , ,
20,4,2016,1001,2122,20,4,2016,1001,1,2,31,1,0,1,1,45,9,1,1,1,5249, ,2, ,3,1,0,1,0,0,2,2, ,1,37,1,26,2,1,1,1,8322, ,0,0,0,0,0,3, , ,
20,4,2016,1001,2122,20,4,2016,1001,1,2,41,0,0,0,2,10,1,1,1,1,9520, ,2, ,9,0,0,0,0,0,2,2, ,1,38,1,26,2,1,1,1,5249, ,0,0,0,0,0,3, , ,
24,4,2016,1001,2121,24,4,2016,1001,1,2,47,0,0,0,2,10,3,1,1,2, ,1,2, ,2,0,0,0,0,0,2,2, ,1,32,2,10,3,1,1,1,9520, ,0,0,0,0,0,3, , ,
25,4,2016,1001,2122,25,4,2016,1001,1,1,32,3,2,1,1,26,3,1,1,1,9211, ,2, ,2,3,0,0,2,1,2,2, ,2,28,2,10,3,1,1,2, ,1,0,0,0,0,0,3, , ,
25,4,2016,1001,2121,25,4,2016,1001,1,2,56,0,0,0,1,22,2,1,1,2, ,1,2, ,1,0,0,0,0,0,2,2, ,1,58,1,24,2,1,1,1,9998, ,0,0,0,0,0,3, , ,
27,4,2016,1001,2121,27,4,2016,1001,1,2,45,1,1,0,2,10,1,1,1,2, ,1,2, ,6,0,0,0,0,0,2,2, ,1,22,1,26,1,1,1,2, ,4,0,0,0,0,0,3, , ,
27,4,2016,1001,1122,27,4,2016,1001,1,2,29,2,2,0,1,26,3,1,1,1,5212, ,2, ,2,2,0,0,2,0,2,2, ,1,34,1,26,3,1,1,1,7112, ,0,0,0,0,0,3, , ,
27,4,2016,1001,2122,27,4,2016,1001,1,2,25,0,0,0,1,31,2,1,1,1,5249, ,2, ,10,0,0,0,0,0,2,2, ,1,58,1,26,2,1,1,1,5153, ,0,0,0,0,0,3, , ,
27,4,2016,1001,1122,27,4,2016,1001,1,2,25,0,0,0,1,31,2,1,1,1,5249, ,2, ,10,0,0,0,0,0,2,2, ,2,45,1,33,2,1,1,2, ,1,0,0,0,0,0,3, , ,
29,4,2016,1001,2122,29,4,2016,1001,1,2,42,0,0,0,2,10,2,1,1,2, ,1,2, ,1,0,0,0,0,0,2,2, ,1,42,1,26,2,1,1,1,5245, ,0,0,0,0,0,3, , ,
30,4,2016,1001,2121,30,4,2016,1001,1,2,38,3,2,1,2,10,2,1,1,2, ,1,2, ,1,0,0,0,0,0,2,2, ,1,43,1,33,2,1,1,1,7131, ,0,0,0,0,0,3, , ,
30,4,2016,1001,1122,30,4,2016,1001,1,2,44,2,1,1,1,26,2,1,1,2, ,1,2, ,1,2,0,0,1,1,2,2, ,1,40,1,46,2,1,1,1,9510, ,0,0,0,0,0,3, , ,
31,3,2016,1002,1222,1,4,2016,1002,1,1,35,0,0,0,1,26,2,2,1,1,5249, ,2, ,1,0,0,0,0,0,1,2, ,2,99,1,26,2,2,1,1,9111, ,0,0,0,0,0,4,1,1,I
3,4,2016,1002,2212,5,4,2016,1002,1,2,41,0,0,0,1,24,2,2,1,1,5249, ,2, ,1,1,1,0,0,0,2,2, ,1,30,1,26,2,2,1,1,7112, ,0,0,0,0,0,4,1,1,IJ
9,4,2016,1002,1122,11,4,2016,1002,1,1,24,2,2,0,1,24,3,1,1,1,6111, ,2, ,2,0,0,0,0,0,1,1,3,2,22,1,46,3,1,1,2, ,1,0,0,0,0,0,4,1,1,IJ
11,4,2016,1002,1122,12,4,2016,1002,1,2,37,0,0,0,1,26,2,2,1,2, ,1,2, ,9,0,0,0,0,0,2,2, ,2,35,1,26,2,2,1,2, ,1,0,0,0,0,0,4,1,1,IJ
28,4,2016,1002,1122,29,4,2016,1002,1,2,50,1,1,0,2,10,1,1,1,2, ,1,2, ,6,0,0,0,0,0,1,2, ,2,18,1,24,1,2,1,2, ,1,0,0,0,0,0,4,1,1,IJ
28,4,2016,1002,1122,29,4,2016,1002,1,2,73,1,0,1,2,10,1,2,1,2, ,1,2, ,6,0,0,0,0,0,2,2, ,2,40,1,23,2,2,1,2, ,1,0,0,0,0,0,4,1,1,IJ
28,4,2016,1002,2122,28,4,2016,1002,1,2,24,4,1,3,1,29,3,2,1,2, ,1,2, ,2,0,0,0,0,0,2,2, ,1,26,1,29,3,2,1,1,6111, ,0,0,0,0,0,3, , ,
21,4,2016,1003,1122,22,4,2016,1003,1,2,29,2,2,0,1,29,2,1,1,2, ,1,2, ,1,0,0,0,0,0,2,2, ,1,30,1,29,2,1,1,1,5249, ,99,99,99,99,99,4,1,1,IJ
4,4,2016,1003,2121,4,4,2016,1003,1,1,35,3,1,2,1,23,2,1,1,1,5112, ,2, ,3,0,0,0,0,0,2,2, ,2,32,1,23,2,1,1,2, ,1,0,0,0,0,0,3, , ,
18,4,2016,1003,1122,18,4,2016,1003,1,1,64,2,2,0,1,26,2,1,1,1,6111, ,2, ,8,0,0,0,0,0,1,2, ,2,36,1,29,2,1,1,2, ,1,0,0,0,0,0,3, , ,
28,4,2016,1003,1122,28,4,2016,1003,1,2,31,1,1,0,2,10,1,1,1,2, ,1,2, ,9,0,0,0,0,0,1,2, ,1,21,1,29,1,1,1,1,9211, ,0,0,0,0,0,3, , ,
31,3,2016,1004,2122,1,4,2016,1004,1,2,33,0,0,0,1,29,2,6,1,1,5249, ,2, ,1,0,0,0,0,0,1,2, ,1,31,1,29,2,1,1,1,5112, ,0,0,0,0,0,4,1,1,AIJN
2,4,2016,1004,1122,4,4,2016,1004,1,2,34,7,4,3,2,10,2,2,1,2, ,1,2, ,10,0,0,0,0,0,1,2, ,1,38,2,10,3,2,1,1,9211, ,0,0,0,0,0,4,1,1,CIJ
2,4,2016,1004,2122,4,4,2016,1004,1,2,21,3,1,2,1,32,2,1,1,2, ,1,2, ,1,0,0,0,0,0,1,2, ,1,25,1,33,2,1,1,1,8332, ,0,0,0,0,0,4,1,1,AIJN
2,4,2016,1004,2122,4,4,2016,1004,1,2,43,0,0,0,2,10,2,6,1,2, ,1,2, ,1,0,0,0,0,0,2,2, ,1,99,2,10,2,6,1,1,9211, ,0,0,0,0,0,4,3,1,AIJN
5,4,2016,1004,1122,5,4,2016,1004,1,2,21,2,1,1,1,29,2,2,1,2, ,1,2, ,1,0,0,0,0,0,1,2, ,1,24,2,10,2,2,1,1,9211, ,0,0,0,0,0,4,3,1,ACIJN
7,4,2016,1004,1122,8,4,2016,1004,1,2,29,0,0,0,2,10,2,6,1,1,9520, ,9, ,1,0,0,0,0,0,1,2, ,1,32,2,10,2,6,1,1,9211, ,0,0,0,0,0,4,3,1,AIJN
7,4,2016,1004,1122,8,4,2016,1004,1,2,54,2,1,1,2,10,2,1,1,2, ,1,1,2,3,0,0,0,0,0,1,2, ,1,56,2,10,2,1,1,1,9211, ,0,0,0,0,0,4,3,1,CIJ
10,4,2016,1004,1122,11,4,2016,1004,1,2,37,2,1,1,1,23,3,2,1,2, ,1,2, ,2,0,0,0,0,0,1,2, ,1,37,1,24,3,2,1,1,8322, ,0,0,0,0,0,4,1,1,AIJN
11,4,2016,1004,1222,11,4,2016,1004,1,2,21,1,1,0,1,39,2,6,1,2, ,1,2, ,10,0,0,0,0,0,1,2, ,1,23,1,49,1,6,1,2, ,4,0,0,0,0,0,4,3,1,IJ
14,4,2016,1004,1222,14,4,2016,1004,1,1,48,1,0,1,1,29,2,2,1,1,5249, ,2, ,10,0,0,0,0,0,1,2, ,1,29,1,29,2,2,1,1,6111, ,0,0,0,0,0,4,1,1,CIJ
21,4,2016,1004,1122,22,4,2016,1004,1,2,25,3,2,1,2,10,1,2,1,1,9111, ,2, ,9,0,0,0,0,0,1,2, ,1,26,1,23,3,2,1,1,7411, ,0,0,0,0,0,4,3,1,ACIJ
24,4,2016,1004,1122,25,4,2016,1004,1,2,26,3,2,1,2,10,3,2,1,2, ,1,2, ,10,0,0,0,0,0,1,2, ,2,32,2,10,3,2,1,2, ,1,0,0,0,0,0,4,1,1,IJ
24,4,2016,1004,1222,25,4,2016,1004,1,2,25,3,2,1,2,10,3,2,1,2, ,1,2, ,2,0,0,0,0,0,1,2, ,1,28,2,10,3,2,1,1,9211, ,0,0,0,0,0,4,3,1,ACIJN
24,4,2016,1004,2122,25,4,2016,1004,1,2,18,2,0,2,2,10,3,2,1,2, ,1,2, ,2,0,0,0,0,0,1,2, ,1,24,1,29,3,2,1,1,5249, ,0,0,0,0,0,4,3,1,CIJN
28,4,2016,1004,2122,29,4,2016,1004,1,2,48,4,2,2,2,10,3,2,1,2, ,1,2, ,6,0,0,0,0,0,1,2, ,1,25,1,29,1,2,1,1,9211, ,0,0,0,0,0,4,3,1,ACIJ
28,4,2016,1004,2122,29,4,2016,1004,1,1,60,0,0,0,1,39,1,1,1,1,5249, ,2, ,9,0,0,0,0,0,1,2, ,1,58,1,29,1,1,1,1,9211, ,0,0,0,0,0,4,1,1,CIJ
28,4,2016,1004,1122,29,4,2016,1004,1,2,60,4,3,1,2,10,3,2,1,1,9111, ,2, ,10,0,0,0,0,0,2,2, ,2,60,2,10,2,2,1,2, ,1,0,0,0,0,0,4,1,1,CIJ
2,4,2016,1004,1122,2,4,2016,1004,1,2,21,3,1,2,1,39,2,6,1,2, ,1,2, ,1,0,0,0,0,0,2,2, ,1,99,2,10,2,6,1,1,9211, ,0,0,0,0,0,3, , ,
24,4,2016,1004,1122,24,4,2016,1004,1,2,25,1,0,1,2,10,3,2,1,2, ,1,2, ,2,0,0,0,0,0,2,2, ,1,99,2,10,3,6,1,1,9211, ,0,0,0,0,0,3, , ,
14,4,2016,1004,1122,14,4,2016,1004,1,2,51,5,2,3,2,10,2,6,1,2, ,1,2, ,4,0,0,0,0,0,1,2, ,1,99,2,10,2,6,1,1,9211, ,0,0,0,0,0,3, , ,
2,4,2016,1005,1122,3,4,2016,1005,1,2,41,0,0,0,2,10,2,1,1,2, ,1,2, ,1,0,0,0,0,0,1,2, ,1,40,1,26,2,1,1,1,9211, ,0,0,0,0,0,4,3,1,IJ
20,3,2016,1005,2122,5,4,2016,1005,1,2,19,1,1,0,1,33,3,1,1,2, ,1,2, ,2,0,0,0,0,0,1,2, ,1,18,1,33,3,1,1,1,8321, ,0,0,0,0,0,4,3,1,IJ
7,4,2016,1005,1122,7,4,2016,1005,1,2,32,5,2,3,1,26,2,1,1,2, ,1,2, ,1,0,0,0,0,0,1,2, ,1,33,1,26,2,1,1,1,9211, ,0,0,0,0,0,4,3,1,AIJ
7,4,2016,1005,2122,8,4,2016,1005,1,2,22,2,1,1,2,10,2,1,1,2, ,1,2, ,1,0,0,0,0,0,2,2, ,1,24,1,26,2,1,1,1,9211, ,0,0,0,0,0,4,3,1,IJ
11,4,2016,1005,1222,12,4,2016,1005,1,1,32,2,2,0,1,26,1,1,1,2, ,1,2, ,9,2,0,0,2,0,1,2, ,1,24,1,26,3,1,1,1,9211, ,0,0,0,0,0,4,3,1,IJ
13,4,2016,1005,1122,14,4,2016,1005,1,1,60,1,0,1,1,33,3,1,1,1,8322, ,2, ,2,0,0,0,0,0,1,2, ,2,32,1,26,3,1,1,2, ,1,0,0,0,0,0,4,1,1,IJ
16,4,2016,1005,2122,21,4,2016,1005,1,2,40,4,4,0,1,33,2,1,1,2, ,1,2, ,1,0,0,0,0,0,1,2, ,1,42,1,33,2,1,1,1,5249, ,0,0,0,0,0,4,3,1,IJ
21,4,2016,1005,2122,22,4,2016,1005,1,2,33,0,0,0,1,33,2,1,1,2, ,1,2, ,8,0,0,0,0,0,2,2, ,1,20,1,26,3,1,1,1,9211, ,0,0,0,0,0,4,3,1,IJ
26,4,2016,1005,1122,26,4,2016,1005,1,2,25,3,1,2,2,10,3,1,1,2, ,1,2, ,2,0,0,0,0,0,2,2, ,1,28,1,26,3,1,1,1,9211, ,0,0,0,0,0,4,3,1,IJ
27,4,2016,1005,1122,28,4,2016,1005,1,2,26,1,1,0,1,33,9,1,1,2, ,1,2, ,3,0,0,0,0,0,1,2, ,1,42,1,33,2,1,1,1,9211, ,0,0,0,0,0,4,3,1,IJ
1,1,2016,1006,2122,22,4,2016,1006,1,2,38,1,1,0,1,46,2,6,1,2, ,1,2, ,1,0,0,0,0,0,1,2, ,1,40,1,32,2,6,1,1,9998, ,0,0,0,0,0,3, , ,
25,4,2016,1006,1222,25,4,2016,1006,3,2,35,2,1,1,1,26,2,6,1,2, ,1,2, ,1,0,0,0,0,0,1,2, ,1,35,1,26,2,6,1,1,5141, ,0,0,0,0,0,4,1,1,AIJ
6,4,2016,1006,1122,7,4,2016,1006,1,2,22,2,1,1,2,10,9,6,1,2, ,1,2, ,10,0,0,0,0,0,2,2, ,2,48,2,10,2,2,1,2, ,1,0,0,0,0,0,3, , ,
25,3,2016,1006,1222,7,4,2016,1006,1,2,23,2,1,1,1,29,3,1,1,2, ,1,2, ,2,0,0,0,0,0,2,2, ,1,25,1,29,3,2,1,1,9211, ,0,0,0,0,0,3, , ,
9,4,2016,1006,1122,9,4,2016,1006,1,2,25,1,1,0,1,29,2,1,1,2, ,1,2, ,1,0,0,0,0,0,1,2, ,1,28,1,29,2,1,1,1,9211, ,0,0,0,0,0,3, , ,
15,4,2016,1006,1122,15,4,2016,1006,1,2,25,2,1,1,1,29,9,1,1,2, ,1,2, ,3,0,0,0,0,0,2,2, ,1,28,1,29,9,1,1,1,9211, ,0,0,0,0,0,3, , ,
20,4,2016,1006,1222,20,4,2016,1006,1,2,29,0,0,0,2,10,2,1,1,2, ,1,2, ,1,0,0,0,0,0,2,2, ,1,35,1,29,2,1,1,1,9211, ,0,0,0,0,0,3, , ,
21,4,2016,1006,1222,21,4,2016,1006,1,2,15,0,0,0,1,39,1,1,1,2, ,3,2, ,4,0,0,0,0,0,2,2, ,1,59,1,29,1,2,1,1,9211, ,0,0,0,0,0,3, , ,
13,4,2016,1006,1222,27,4,2016,1006,1,2,49,4,2,2,1,29,2,2,1,2, ,1,2, ,1,1,0,0,1,0,2,2, ,1,99,1,29,2,1,1,1,9211, ,0,0,0,0,0,3, , ,
10,4,2016,1007,1122,25,4,2016,1007,1,2,37,0,0,0,2,10,2,6,1,2, ,1,2, ,1,0,0,0,0,0,2,2, ,1,40,2,10,2,6,1,1,6111, ,0,0,0,0,0,4,3,1,AIJ
24,4,2016,1007,1122,24,4,2016,1007,1,2,37,3,2,1,2,10,9,1,1,2, ,1,2, ,2,0,0,0,0,0,1,2, ,1,39,2,10,9,1,1,1,9211, ,0,0,0,0,0,3, , ,
19,4,2016,1008,1122,19,4,2016,1008,1,2,34,3,1,2,1,39,3,2,1,2, ,1,2, ,2,3,1,2,0,0,2,1,3,1,28,1,39,3,1,1,2, ,3,0,0,0,0,0,3, , ,
19,4,2016,1008,1222,19,4,2016,1008,1,2,32,1,1,0,1,49,2,2,1,1,5249, ,2, ,2,1,1,0,0,0,2,2, ,1,36,1,39,2,2,1,1,6111, ,0,0,0,0,0,3, , ,
25,4,2016,1008,2221,26,4,2016,1008,1,2,22,0,0,0,1,46,2,2,1,1,2341, ,2, ,1,1,0,0,0,1,1,2, ,1,25,1,31,2,2,1,2, ,3,0,0,0,0,0,3, , ,
31,3,2016,1009,2122,1,4,2016,1009,1,2,65,0,0,0,2,10,1,2,1,2, ,1,2, ,10,0,0,0,0,0,2,2, ,1,19,2,10,1,2,1,1,9211, ,99,99,99,99,99,4,1,1,IJ
3,4,2016,1009,2122,3,4,2016,1009,1,2,19,0,0,0,1,39,2,6,1,2, ,1,2, ,1,0,0,0,0,0,2,2, ,1,18,1,39,2,6,1,2, ,3,99,99,99,99,99,4,1,1,IJ
3,4,2016,1009,1122,3,4,2016,1009,1,2,18,0,0,0,1,99,2,2,1,2, ,1,2, ,1,0,0,0,0,0,2,2, ,1,22,2,10,2,6,1,1,9211, ,99,99,99,99,99,4,1,1,IJ
1,4,2016,1009,2122,4,4,2016,1009,1,2,19,0,0,0,1,39,2,2,1,2, ,1,2, ,1,0,0,0,0,0,2,2, ,1,99,2,10,2,6,1,1,9211, ,99,99,99,99,99,4,1,1,IJ
2,4,2016,1009,1222,4,4,2016,1009,1,2,41,1,0,1,2,10,1,2,1,2, ,1,2, ,10,0,0,0,0,0,2,2, ,1,17,1,29,1,2,1,1,9211, ,99,99,99,99,99,4,1,1,IJ
31,3,2016,1009,1222,4,4,2016,1009,1,2,38,0,0,0,1,29,2,2,1,2, ,1,2, ,3,1,0,0,0,1,2,2, ,1,39,1,49,2,2,1,1,8332, ,99,99,99,99,99,4,1,1,IJ
2,4,2016,1009,1122,4,4,2016,1009,1,2,41,1,0,1,2,10,1,2,1,2, ,1,2, ,10,0,0,0,0,0,2,2, ,1,19,1,29,1,2,1,1,9211, ,99,99,99,99,99,4,1,1,IJ
4,4,2016,1009,1222,4,4,2016,1009,1,2,33,3,2,1,1,29,3,2,1,1,9111, ,2, ,2,3,0,0,2,1,2,2, ,1,29,1,22,3,2,1,1,8322, ,99,99,99,99,99,4,1,1,IJ
2,4,2016,1009,2122,5,4,2016,1009,1,2,48,0,0,0,1,39,3,2,1,2, ,1,2, ,3,1,0,0,0,1,1,2, ,1,51,1,39,3,2,1,1,8322, ,99,99,99,99,99,4,1,1,IJ
7,4,2016,1009,1122,7,4,2016,1009,1,2,26,3,2,1,2,10,2,2,1,1,9111, ,2, ,1,3,0,0,2,1,2,2, ,1,36,1,26,2,2,1,1,9998, ,99,99,99,99,99,4,1,1,CIJ
10,4,2016,1009,2122,11,4,2016,1009,1,1,68,0,0,0,2,10,2,2,1,1,9211, ,2, ,6,0,0,0,0,0,2,2, ,1,30,2,10,1,2,1,1,9211, ,99,99,99,99,99,4,1,1,AIJ
8,4,2016,1009,2122,11,4,2016,1009,1,1,25,0,0,0,1,49,2,2,1,1,5412, ,2, ,1,0,0,0,0,0,2,2, ,2,25,1,49,2,2,1,2, ,1,99,99,99,99,99,4,1,1,IJ
9,4,2016,1009,2122,11,4,2016,1009,1,1,39,2,2,0,1,39,2,2,1,1,7512, ,2, ,1,0,0,0,0,0,2,2, ,2,26,2,10,2,2,1,2, ,1,99,99,99,99,99,4,1,1,IJ
10,4,2016,1009,1222,11,4,2016,1009,1,2,25,0,0,0,1,29,1,2,1,2, ,1,2, ,10,0,0,0,0,0,2,2, ,1,35,2,10,1,2,1,1,9211, ,99,99,99,99,99,4,1,1,IJ
10,4,2016,1009,2122,11,4,2016,1009,1,2,39,0,0,0,2,10,1,2,1,2, ,1,2, ,9,0,0,0,0,0,2,2, ,1,45,1,29,2,2,1,1,9211, ,99,99,99,99,99,4,1,1,IJ
11,4,2016,1009,1222,12,4,2016,1009,1,1,44,0,0,0,1,39,1,2,1,1,6111, ,2, ,5,0,0,0,0,0,2,2, ,1,72,2,10,2,2,1,1,9211, ,99,99,99,99,99,4,1,1,IJ
9,4,2016,1009,1222,13,4,2016,1009,1,2,28,2,2,0,1,29,2,2,1,2, ,1,2, ,1,0,0,0,0,0,2,2, ,1,39,1,39,2,2,1,1,7512, ,99,99,99,99,99,4,1,1,AIJ
12,4,2016,1009,2122,13,4,2016,1009,1,2,36,0,0,0,2,10,2,2,1,2, ,1,2, ,3,0,0,0,0,0,2,2, ,1,36,2,10,2,2,1,1,9211, ,99,99,99,99,99,4,1,1,IJ
13,4,2016,1009,1122,14,4,2016,1009,1,2,28,2,1,1,1,29,3,6,1,2, ,1,2, ,2,0,0,0,0,0,1,1,4,1,99,1,29,3,6,1,1,6111, ,99,99,99,99,99,4,1,1,AIJ
18,4,2016,1009,2122,18,4,2016,1009,1,2,39,1,1,0,2,10,3,2,1,1,9111, ,2, ,2,0,0,0,0,0,2,1,3,1,39,1,29,3,2,1,1,9211, ,99,99,99,99,99,4,1,1,IJ
8,4,2016,1009,2122,19,4,2016,1009,1,2,27,0,0,0,1,26,2,2,1,2, ,1,2, ,1,0,0,0,0,0,2,2, ,1,37,1,29,2,2,1,1,5249, ,99,99,99,99,99,4,1,1,IJ
20,4,2016,1009,1122,20,4,2016,1009,1,1,62,3,1,2,1,29,2,2,1,1,9211, ,2, ,3,0,0,0,0,0,2,2, ,2,38,2,10,3,2,1,1,9111, ,99,99,99,99,99,4,1,1,AIJ
20,4,2016,1009,1122,20,4,2016,1009,1,2,40,0,0,0,2,10,2,2,1,2, ,1,2, ,1,0,0,0,0,0,2,2, ,1,45,1,29,2,2,1,1,9211, ,99,99,99,99,99,4,1,1,AIJ
17,4,2016,1009,2122,20,4,2016,1009,1,2,43,0,0,0,2,10,3,2,1,2, ,1,2, ,2,0,0,0,0,0,2,2, ,1,39,2,10,3,2,1,1,9211, ,99,99,99,99,99,4,1,1,AIJ
22,4,2016,1009,2122,25,4,2016,1009,1,2,44,0,0,0,1,59,2,2,1,1,2635, ,2, ,8,2,0,1,0,1,1,2, ,1,18,1,49,9,2,1,2, ,3,99,99,99,99,99,4,1,1,IJ
22,4,2016,1009,2122,25,4,2016,1009,1,2,18,0,0,0,1,29,9,2,1,1,5242, ,2, ,3,1,0,1,0,0,2,2, ,1,40,1,39,9,2,1,1,6111, ,99,99,99,99,99,4,1,1,IJ
27,4,2016,1009,2122,27,4,2016,1009,1,2,52,0,0,0,1,29,9,2,1,2, ,1,2, ,3,0,0,0,0,0,2,2, ,1,56,1,39,9,2,1,1,9211, ,99,99,99,99,99,4,1,1,IJ
30,4,2016,1009,2122,30,4,2016,1009,1,2,34,0,0,0,1,29,2,2,1,2, ,1,2, ,3,0,0,0,0,0,2,2, ,1,19,1,39,9,2,1,2, ,4,99,99,99,99,99,4,1,1,IJ
30,3,2016,706,1122,1,4,2016,1009,1,2,38,1,0,1,1,29,3,2,1,2, ,1,2, ,3,1,0,0,0,1,1,2, ,1,39,1,29,3,2,1,1,9211, ,0,0,0,0,0,3, , ,
30,3,2016,706,1122,1,4,2016,1009,1,2,19,0,0,0,1,29,2,2,1,2, ,1,2, ,1,0,0,0,0,0,1,2, ,1,20,1,29,2,2,1,1,9211, ,0,0,0,0,0,3, , ,
3,4,2016,706,1122,3,4,2016,1009,1,2,18,0,0,0,2,10,2,2,1,2, ,1,2, ,1,0,0,0,0,0,1,2, ,1,22,1,29,2,2,1,1,9211, ,2,0,2,0,0,3, , ,
4,4,2016,1009,1122,4,4,2016,1009,1,2,33,3,1,2,1,29,3,2,1,2, ,1,2, ,2,3,0,0,1,2,1,2, ,1,29,1,29,3,2,1,1,8332, ,0,0,0,0,0,3, , ,
3,4,2016,1010,1222,3,4,2016,1010,1,2,25,3,2,1,1,49,3,1,1,2, ,1,2, ,2,3,0,0,2,1,2,2, ,1,28,1,49,3,6,1,1,9211, ,99,99,99,99,99,3, , ,
5,4,2016,1010,1122,5,4,2016,1010,1,2,22,3,2,1,1,39,9,1,1,2, ,1,2, ,3,3,0,0,2,1,2,2, ,1,25,1,49,3,1,1,1,5249, ,99,99,99,99,99,3, , ,
6,4,2016,1010,1222,6,4,2016,1010,1,2,17,3,2,1,1,39,2,1,1,2, ,1,2, ,1,3,0,0,2,1,1,2, ,1,20,1,49,2,1,1,1,9211, ,99,99,99,99,99,3, , ,
7,4,2016,1010,1222,7,4,2016,1010,1,2,38,3,2,1,2,10,2,2,1,2, ,1,2, ,1,3,0,0,2,1,2,2, ,1,35,1,49,2,1,1,1,6111, ,99,99,99,99,99,3, , ,
7,4,2016,1010,1222,7,4,2016,1010,1,2,31,3,2,1,2,10,2,2,1,2, ,1,2, ,1,3,0,0,2,1,2,2, ,1,28,1,49,2,1,1,1,5249, ,99,99,99,99,99,3, , ,
8,4,2016,1010,1122,8,4,2016,1010,1,2,26,3,2,1,2,10,2,2,1,2, ,1,2, ,1,3,0,0,2,1,2,2, ,1,20,1,49,2,1,1,1,7112, ,99,99,99,99,99,3, , ,
10,4,2016,1010,1122,10,4,2016,1010,1,2,32,3,2,1,1,49,2,2,1,2, ,1,2, ,1,3,0,0,2,1,2,2, ,1,35,1,49,2,1,1,1,9998, ,99,99,99,99,99,3, , ,
16,4,2016,1010,1222,16,4,2016,1010,1,2,30,3,2,1,1,39,3,2,1,2, ,1,2, ,2,3,0,0,2,1,2,2, ,1,25,1,49,3,2,1,1,9211, ,99,99,99,99,99,3, , ,
18,4,2016,1010,1122,18,4,2016,1010,1,2,36,3,2,1,1,39,2,2,1,2, ,1,2, ,1,3,0,0,2,1,2,2, ,1,30,1,49,2,2,1,1,6111, ,99,99,99,99,99,3, , ,
